NEW OFFICE,EST_ID,NEW TASK ID,NEW ENF TASK,EST_NAME
Barkatpura,APHYD1521619000,12104,50201,ANDHRA PRADESH STATE COOPERATIVE UNIONLIMITED
Barkatpura,APHYD1522684000,12103,50201,SKGACHU
Barkatpura,APHYD1522688000,12104,50201,VISION INSTITUTE OF SCIENTIFIC EDUCATION AND RESEARCH INDIA PRIVATE LIMITED
Barkatpura,APHYD1522752000,12105,50201,OMPRAKASH SAHOO
Barkatpura,APHYD1522799000,12105,50201,MANKAR ASHOK
Barkatpura,APHYD1522861000,12104,50201,JITENDRA GADPAL
Barkatpura,APHYD1523003000,12103,50201,BYAGARI RAJU
Barkatpura,APHYD1523520000,12104,50201,MANSHARAM GADPAL
Barkatpura,APHYD1523625000,12104,50201,JAMIRUDDIN ANSARI
Barkatpura,APHYD1524367000,12103,50201,AKSHAY KUMAR GARADA
Barkatpura,APHYD1525115000,12104,50201,SHERFUL SEKH
Barkatpura,APHYD1525134000,12105,50201,SANGISETTY LINGASWAMY
Barkatpura,APHYD1525136000,12105,50201,SEIKH ANSAR ALI
Barkatpura,APHYD1525177000,12104,50201,PARTHE JAIPAL
Barkatpura,APHYD1526551000,12103,50201,VAKALI TARACHAND
Barkatpura,APHYD1526679000,11904,50201,NIRMAL SARKAR
Barkatpura,APHYD1530304000,12105,50201,ICOAT PROJECTS PRIVATE LIMITED
Barkatpura,APHYD1531836000,12104,50201,WALL GLAZING
Barkatpura,APHYD1532470000,12103,50201,VEEDA TELUGU DAILY
Barkatpura,APHYD1535899000,12104,50201,VISHAL CHINTAMADUKA
Barkatpura,APHYD1536024000,12105,50201,SARASWATI INDUSTRIES
Barkatpura,APHYD1550678000,12105,50201,DESIRES ENGINEERS AND CONTRACTORS
Barkatpura,APHYD1552986000,12104,50201,NANDI TIMES PUBLICATIONS
Barkatpura,APHYD1554561000,12103,50201,SHARADHA ENTERPRISES
Barkatpura,APHYD1564173000,12104,50201,NIVAS DEVELOPERS
Barkatpura,APHYD1564202000,12104,50201,SRI VINAYAKA TRAVELS
Barkatpura,APHYD1569767000,12406,50201,JELLA VENKATESH CIVIL ENGINEERING WORKS
Barkatpura,APHYD1573535000,12104,50201,RAJENDER PETRO PRODUCTS
Barkatpura,APHYD1574789000,12106,50201,SRI VAGHDEVI EDUCATIONAL SOCIETY
Barkatpura,APHYD1575591000,12302,50201,B.R.R EDUCATIONAL SOCIETY
Barkatpura,APHYD1576694000,12406,50201,P L R CONSTRUCTIONS
Barkatpura,APHYD1576734000,12101,50201,ST GABRIEL EDUCATIONAL CENTRE HIGH SCHOOL
Barkatpura,APHYD1586639000,12101,50201,SRUJANA EDUCATIONAL SOCIETY
Barkatpura,APHYD1596204000,12101,50201,SAHARA SECURITY SERVICES
Barkatpura,APHYD1597972000,12104,50201,NK FACILITIES & MANAGEMENT CONSULTANTS PRIVATE LIMITED
Barkatpura,APHYD1599419000,12103,50201,EDOC LIFE SCIENCES PRIVATE LIMITED
Barkatpura,APHYD1607780000,12104,50201,GENESIS ENGINEERS
Barkatpura,APHYD1620177000,12101,50201,MADUR ASSOCIATES
Barkatpura,APHYD1620517000,12105,50201,BHUMIKA WOMENS COLLECTIVE
Barkatpura,APHYD1620784000,12106,50201,MAITHRI HUMAN RESOURCE UTILITY & SECURITY SERVICES
Barkatpura,APHYD1624163000,12101,50201,BHAVANI TAMARANA
Barkatpura,APHYD1624463000,12104,50201,SURYA ENTERPRISES
Barkatpura,APHYD1626506000,12104,50201,P V RATNAM CATERERS
Barkatpura,APHYD1647006000,12103,50201,DISHA INFRA
Barkatpura,APHYD1647014000,12105,50201,BHAGYALAKSHMI ENTERPRISES
Barkatpura,APHYD1651414000,12101,50201,K LINGA REDDY WORKS CONTRACTOR
Barkatpura,APHYD1651432000,12104,50201,MITHRA SERVICES
Barkatpura,APHYD1665659000,12101,50201,ELITE ENGINEERS
Barkatpura,APHYD1677027000,12105,50201,SAHAVE INDIA PRIVATE LIMITED
Barkatpura,APHYD1678199000,12104,50201,PAVANI FARMS & LANDSCAPERS
Barkatpura,APHYD1687973000,12103,50201,LAXMI ENTERPRISES
Barkatpura,APHYD1709235000,12103,50201,SREE SAI SATYANARAYANA FACILITY MANAGEMENT SERVICES
Barkatpura,APHYD1711910000,12106,50201,SRIYAM SOFTWARE SOLUTIONS LLP
Barkatpura,APHYD1729983000,12104,50201,KEERTHI CABLE WORKS
Barkatpura,APHYD1735342000,12105,50201,KARUNA EARTH MOVERS
Barkatpura,APHYD1739792000,12105,50201,M/S TIRUMALA AGENCIES
Barkatpura,APHYD1742729000,12104,50201,KVR ENTERPRISES
Barkatpura,APHYD1743689000,12105,50201,S S S DRIVER SERVICES
Barkatpura,APHYD1750019000,12103,50201,HETERO PEST SOLUTIONS
Barkatpura,APHYD1751056000,12105,50201,SRI PRAKASH NAIDU
Barkatpura,APHYD1762223000,12103,50201,JS PALSCARE FACILITY MANAGEMENT SERVICES
Barkatpura,APHYD1762979000,12104,50201,SHIV SECURITY FORCE
Barkatpura,APHYD1767498000,12104,50201,SUKSHI TECHNOLOGY INNOVATION PRIVATE LIMITED
Barkatpura,APHYD1769686000,12105,50201,SRIDHAR MANPOWER SERVICES
Barkatpura,APHYD1770848000,12103,50201,BHAVANI ENTERPRISES
Barkatpura,APHYD1803005000,12103,50201,SRI GURU DATTA SAI ENTERPRISES
Barkatpura,APHYD1810594000,12105,50201,VENKATESWARA INFRASTRUCTURE
Barkatpura,APHYD1825945000,12103,50201,PVGN REDDY
Barkatpura,APHYD1889988000,12103,50201,SRI SAI NATH ASSOCIATES
Barkatpura,APHYD1937523000,12104,50201,URBANDART INTERNET SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD1954817000,12101,50401,ESWAR & CO
Barkatpura,APHYD1955400000,12101,50201,DURGABAI  DESHMUKH COLLEGE OF NURSING
Barkatpura,APHYD1957261000,12105,50201,SRI SAI BALAJI HOSPITALITY SERVICES
Barkatpura,APHYD1966834000,12101,50201,NAVEEN SINGARAKAIRAM
Barkatpura,APHYD1976087000,12105,50201,SAI ANU ENTERPRISES
Barkatpura,APHYD1993026000,12103,50201,ANKITHA CATERERS
Barkatpura,APHYD1994416000,12101,50201,ENP SOLUTIONZ PRIVATE LIMITED
Barkatpura,APHYD1995337000,12103,50201,OCEAN ENGINEERS
Barkatpura,APHYD2007010000,12103,50201,UNICCHEM TECHNOLOGIES INDIA PRIVATE LIMITED
Barkatpura,APHYD2007260000,12104,50201,INDIAN PEST CARE SERVICES
Barkatpura,APHYD2046446000,12101,50201,RAJU DUDDU
Barkatpura,APHYD2048755000,12103,50201,MCA PHARMA PRIVATE LIMITED
Barkatpura,APHYD2051274000,12105,50201,K N R CONSTRUCTIONS
Barkatpura,APHYD2062759000,12101,50201,M/S. VBS INFRA
Barkatpura,APHYD2064675000,12104,50201,EFIN CORPORATE CONSULTING PRIVATE LIMITED
Barkatpura,APHYD2072805000,12104,50201,ACCURATE PROJECT SOLUTION
Barkatpura,APHYD2075147000,12103,50201,MADHAVI ENTERPRISES
Barkatpura,APHYD2080690000,12103,50201,EBA CONSULTANTS PRIVATE LIMITED
Barkatpura,APHYD2084552000,12103,50201,HOLISTISM EDUMEDIA (OPC) PRIVATE LIMITED
Barkatpura,APHYD2087287000,12105,50201,SERVICEQ PRIVATE LIMITED
Barkatpura,APHYD2087699000,12101,50201,DEC INDUSTRIES PRIVATE LIMITED
Barkatpura,APHYD2089062000,12103,50201,OPENOPS PRIVATE LIMITED
Barkatpura,APHYD2092716000,12103,50201,HYBA CONSUMER ELECTRONICS PRIVATE LIMITED
Barkatpura,APHYD2094971000,12101,50201,FLIT MOVERS PRIVATE LIMITED
Barkatpura,APHYD2101567000,12104,50201,TECHRAPO SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2104107000,12105,50201,ZAPCASE INDIA PRIVATE LIMITED
Barkatpura,APHYD2108791000,12105,50201,STEHAWK PRIVATE LIMITED
Barkatpura,APHYD2111641000,12103,50201,TEKCEL CONSULTING INDIA PRIVATE LIMITED
Barkatpura,APHYD2111896000,12105,50201,WARM NEST INFRA PRIVATE LIMITED
Barkatpura,APHYD2116942000,12104,50201,LOGIQUANT TECHNOLOGIES PRIVATE LIMITED
Barkatpura,APHYD2117118000,12105,50201,LS DAIRY PRODUCTS PRIVATE LIMITED
Barkatpura,APHYD2126199000,12103,50201,SPACEPLAYERS PRIVATE LIMITED
Barkatpura,APHYD2127214000,12101,50201,BHAVENS GLOBAL PRIVATE LIMITED
Barkatpura,APHYD2133323000,12103,50201,SIDDI VINAYAKA CREATIVE LABS PRIVATE LIMITED
Barkatpura,APHYD2136808000,12101,50201,SRI KAMAKSHI SILK HOUSE PRIVATE LIMITED
Barkatpura,APHYD2136989000,12103,50201,VSV MINING AND INFRA PRIVATE LIMITED
Barkatpura,APHYD2137895000,12101,50201,KITCHEN PLANET INDIA PRIVATE LIMITED
Barkatpura,APHYD2138556000,12105,50201,SAI VEDA CHIT FUND PRIVATE LIMITED
Barkatpura,APHYD2142722000,12105,50201,TAKECARE DIGITAL PRIVATE LIMITED
Barkatpura,APHYD2143442000,12104,50201,TRANS4MATION-AI CONNECT SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2144151000,12105,50201,INDUSAERO TRADING PRIVATE LIMITED
Barkatpura,APHYD2146538000,12103,50201,JACK N JILL SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2147984000,12105,50201,SRIRAHAT MEDICARE PRIVATE LIMITED
Barkatpura,APHYD2148643000,12101,50201,SMARTCHEMSYNTHS MACHINE (OPC) PRIVATE LIMITED
Barkatpura,APHYD2151055000,11902,50201,TAX LADDER TRAINING AND ADVISORY PRIVATE LIMITED
Barkatpura,APHYD2152218000,12105,50201,BANDARI CHARITABLE FOUNDATION
Barkatpura,APHYD2153148000,12105,50201,RMANIREX PHARMA PRIVATE LIMITED
Barkatpura,APHYD2153430000,12103,50201,Y.TIRUPATHAIAH & CO.
Barkatpura,APHYD2155535000,12105,50201,SUKADHA TRADE SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2160564000,12103,50201,PRAGYANETIC POWER PRIVATE LIMITED
Barkatpura,APHYD2163629000,12105,50201,DWARAKA HOME CONSTRUCTIONS PRIVATE LIMITED
Barkatpura,APHYD2167418000,12105,50201,S K ENGINEERS AND CONTRACTORS
Barkatpura,APHYD2169575000,12101,50201,AVIS ENTERPRISES
Barkatpura,APHYD2169821000,12101,50201,AVIS ENTERPRISES
Barkatpura,APHYD2178332000,12101,50201,JUBILEE HOSPITALITY PRIVATE LIMITED
Barkatpura,APHYD2180438000,12103,50201,VENKATA RAMANA ENTERPRISES
Barkatpura,APHYD2185978000,12105,50201,THINK SQUARE ANALYTIC APPLICATIONS PRIVATE LIMITED
Barkatpura,APHYD2187432000,12105,50201,NADISHIRA TEXTILES PRIVATE LIMITED
Barkatpura,APHYD2192098000,12105,50201,DIGITALFABRIC CONSULTING PRIVATE LIMITED
Barkatpura,APHYD2193419000,12105,50201,ANITESH TECHTRONICS PRIVATE LIMITED
Barkatpura,APHYD2195507000,12105,50201,CYBER EDGE TECHNOLOGY PRIVATE LIMITED
Barkatpura,APHYD2198199000,12104,50201,MANA MARUTI SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2200698000,12101,50201,CLOUD KONNECT CONSULTING PRIVATE LIMITED
Barkatpura,APHYD2201827000,12103,50201,ZYDELO SOFTWARE PRIVATE LIMITED
Barkatpura,APHYD2204226000,12103,50201,SMART TIMES TECHNOLOGY PRIVATE LIMITED
Barkatpura,APHYD2219060000,12103,50201,REMOTE ICU MEDICINE PRIVATE LIMITED
Barkatpura,APHYD2220089000,12101,50201,SAHAY DATATECH PRIVATE LIMITED
Barkatpura,APHYD2220320000,12103,50201,AIRVISION
Barkatpura,APHYD2221515000,12105,50201,MOVILTI MEDIA PRIVATE LIMITED
Barkatpura,APHYD2222734000,12103,50201,FACE OF ARTZ DIGITAL MEDIA PRIVATE LIMITED
Barkatpura,APHYD2229646000,12104,50201,PONT SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2230170000,12105,50201,LOA TECHNOLOGIES PRIVATE LIMITED
Barkatpura,APHYD2235021000,12105,50201,UDBHAVAM SOLUTIONS (OPC) PRIVATE LIMITED
Barkatpura,APHYD2237090000,12101,50201,OAK VANCE LIFE SCIENCES PRIVATE LIMITED
Barkatpura,APHYD2239229000,12101,50201,CHITNENI PLACEMENT SERVICES PRIVATE LIMITED
Barkatpura,APHYD2244820000,12104,50201,MYVIC GLOBAL PRIVATE LIMITED
Barkatpura,APHYD2247605000,12104,50201,FINANCEBAZZAR NAVYA INVESTMENT SERVICES PRIVATE LIMITED
Barkatpura,APHYD2257623000,12101,50201,USHODAY MILK DAIRY PRIVATE LIMITED
Barkatpura,APHYD2257664000,12105,50201,RAUVINHOOD E-COMMERCE PRIVATE LIMITED
Barkatpura,APHYD2258281000,12101,50201,RENSHA GLOBAL IT SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2260114000,12105,50201,PISSA FOUNDATION
Barkatpura,APHYD2261913000,12101,50201,SWARASRI SERVICES (OPC) PRIVATE LIMITED
Barkatpura,APHYD2267686000,12104,50201,JAIYANA TEXTILES PRIVATE LIMITED
Barkatpura,APHYD2268325000,12105,50201,POWERPACK ENTERPRISES
Barkatpura,APHYD2270356000,12106,50201,PUREELY SMART LABS PRIVATE LIMITED
Barkatpura,APHYD2279245000,12106,50201,KADARI UMA MAHESHWAR RAO SERVICES (OPC) PRIVATE LIMITED
Barkatpura,APHYD2280430000,12105,50201,YAKSHITH INDUSTRIES PRIVATE LIMITED
Barkatpura,APHYD2282890000,12105,50201,NUKESYNTH CREATIVE SERVICES PRIVATE LIMITED
Barkatpura,APHYD2286180000,12103,50201,PRACHURYA ENTERPRISES PRIVATE LIMITED
Barkatpura,APHYD2290530000,12106,50201,THUMULA NIKHILA FOODS PRIVATE LIMITED
Barkatpura,APHYD2292058000,12101,50201,GYMPOINT FITNESS STUDIO PRIVATE LIMITED
Barkatpura,APHYD2294983000,12106,50201,MAARKSMEN TECH INCORPORATION PRIVATE LIMITED
Barkatpura,APHYD2298346000,12105,50201,MARUTHI PROJECTS
Barkatpura,APHYD2299757000,12104,50201,SAPTAGIRI CONSTRUCTIONS
Barkatpura,APHYD2300504000,12106,50201,PRANEET CONSTRUCTIONS
Barkatpura,APHYD2301088000,12103,50201,EDVENTICE EXAMS4U PRIVATE LIMITED
Barkatpura,APHYD2307538000,12103,50201,SRI LALITHA ENGINEERING CORPORATION
Barkatpura,APHYD2316072000,12106,50201,DHARJI TECHNOLOGIES PRIVATE LIMITED
Barkatpura,APHYD2317454000,12103,50201,VAARIJA SOFT SOL (OPC) PRIVATE LIMITED
Barkatpura,APHYD2317999000,12101,50201,SRI SIDDI AGENCIES
Barkatpura,APHYD2320194000,12004,50201,BUILDIGA INFRA PRIVATE LIMITED
Barkatpura,APHYD2321020000,12006,50201,INTEGRATED FACILITY SERVICES
Barkatpura,APHYD2323939000,12002,50201,SHANMUKHA PRIME INDIA LIMITED
Barkatpura,APHYD2326313000,12004,50201,VETEJO TECHNOLOGIES PRIVATE LIMITED
Barkatpura,APHYD2329523000,12105,50201,BRIHATI INFRA PRIVATE LIMITED
Barkatpura,APHYD2333560000,12106,50201,GAMVR BUILDERS (OPC) PRIVATE LIMITED
Barkatpura,APHYD2334517000,12103,50201,PAY ANALYSIS PRIVATE LIMITED
Barkatpura,APHYD2334744000,12104,50201,BHAGYANAGARAM GO ADHARITA NATURAL FARMERS PRODUCER COMPANY LIMITED
Barkatpura,APHYD2334888000,12105,50201,YOGGYA PROPERTY DEVELOPERS PRIVATE LIMITED
Barkatpura,APHYD2338754000,12105,50201,NEXTITAN PRIVATE LIMITED
Barkatpura,APHYD2339568000,12101,50201,CAPTURE WINGS FACILITY MANAGEMENT SERVICES
Barkatpura,APHYD2340001000,12103,50201,CLOCK REMEDIES PHARMA PRIVATE LIMITED
Barkatpura,APHYD2340751000,12106,50201,AAHARISE CATERING (OPC) PRIVATE LIMITED
Barkatpura,APHYD2343179000,12105,50201,MERISOFT PRIVATE LIMITED
Barkatpura,APHYD2347519000,12105,50201,MAARG MOTORS PRIVATE LIMITED
Barkatpura,APHYD2350754000,12101,50201,COSMOS TECH CONSULTING PRIVATE LIMITED
Barkatpura,APHYD2355931000,12106,50201,NATURES VERDURA (OPC) PRIVATE LIMITED
Barkatpura,APHYD2358518000,12101,50201,RAJIDI RETAIL PRIVATE LIMITED
Barkatpura,APHYD2360275000,12104,50201,PRADITI INFOTECH PRIVATE LIMITED
Barkatpura,APHYD2361541000,12105,50201,SRINIVAS NAGULA
Barkatpura,APHYD2364563000,12105,50201,EQUILEGAL SOLICITORS PRIVATE LIMITED
Barkatpura,APHYD2368269000,12103,50201,SKILL-CALIB DESIGNS PRIVATE LIMITED
Barkatpura,APHYD2369777000,12106,50201,IZRO CHITS PRIVATE LIMITED
Barkatpura,APHYD2370519000,12101,50201,PAYZIGO FINTECH PRIVATE LIMITED
Barkatpura,APHYD2373026000,12105,50201,WE3 TRADING SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2375854000,12101,50201,NEOTEQ SOFTWARE PRIVATE LIMITED
Barkatpura,APHYD2376954000,12106,50201,NEODOTGREEN PRIVATE LIMITED
Barkatpura,APHYD2377912000,12106,50201,LOKIREV DESIGNS PRIVATE LIMITED
Barkatpura,APHYD2378808000,12106,50201,KNS ASSOCIATES
Barkatpura,APHYD2380185000,12106,50201,GNATHOS HEALTH CARE PRIVATE LIMITED
Barkatpura,APHYD2380857000,12101,50201,SRI SAINATH COMMUNICATIONS
Barkatpura,APHYD2381181000,12104,50201,SWASTHIKA PROJECTS
Barkatpura,APHYD2383341000,12106,50201,JOY OF GOODNESS FOODS PRIVATE LIMITED
Barkatpura,APHYD2386018000,12101,50201,MSPC SERVICES PRIVATE LIMITED
Barkatpura,APHYD2386531000,12104,50201,GLOHIPPO NETWORKING PRIVATE LIMITED
Barkatpura,APHYD2390895000,12106,50201,BLUE PEAK TRADERS PRIVATE LIMITED
Barkatpura,APHYD2390959000,12103,50201,PRISTINEEARTH ECO VENTURES PRIVATE LIMITED
Barkatpura,APHYD2392480000,12104,50201,DECENTRALISED MONSTERS (OPC) PRIVATE LIMITED
Barkatpura,APHYD2393838000,12106,50201,MICROSOL INFOTECH PRIVATE LIMITED
Barkatpura,APHYD2397436000,12105,50201,GOODTRUST PRIVATE LIMITED
Barkatpura,APHYD2399022000,12103,50201,ALCOR INFRATECH PRIVATE LIMITED
Barkatpura,APHYD2399187000,12104,50201,MOST CARE-ED FOUNDATION
Barkatpura,APHYD2399376000,12105,50201,WE ARE WITH YOU FOUNDATION
Barkatpura,APHYD2403348000,12106,50201,UNIGMA PRIVATE LIMITED
Barkatpura,APHYD2416616000,12103,50201,EYMAR PRIVATE LIMITED
Barkatpura,APHYD2416970000,12104,50201,SRI LAVANYADAMODARA AND SONS PROPERTY HOLDINGS PRIVATE LIMITED
Barkatpura,APHYD2422695000,12105,50201,HOPESTONE CAREER CONSULTANCY PRIVATE LIMITED
Barkatpura,APHYD2427087000,12103,50201,P AND P CONTRACTORS
Barkatpura,APHYD2428867000,12105,50201,FORUM FOR INDIAN ACCOUNTING RESEARCH
Barkatpura,APHYD2432941000,12106,50201,NOBLE5 TECH SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2436994000,12105,50201,ATHINDRAA CINE TOWN PRIVATE LIMITED
Barkatpura,APHYD2448625000,12103,50201,SUSAN AMPLE INDUSTRIES PRIVATE LIMITED
Barkatpura,APHYD2449435000,12104,50201,ELITE TAX COMPLIANCE PRIVATE LIMITED
Barkatpura,APHYD2450308000,12106,50201,PELLISANDADI PRIVATE LIMITED
Barkatpura,APHYD2458234000,12106,50201,TRYKO HOMES PRIVATE LIMITED
Barkatpura,APHYD2460522000,12106,50201,UPTICK SYSTEMS PRIVATE LIMITED
Barkatpura,APHYD2462789000,12105,50201,GRAMA BHARATHI NATURAL FARMERS PRODUCER COMPANY LIMITED
Barkatpura,APHYD2463544000,12104,50201,DIGITAL MAPOUT SOLUTIONS INDIA PRIVATE LIMITED
Barkatpura,APHYD2464294000,12105,50201,EDZPK7158B
Barkatpura,APHYD2466983000,12106,50201,KVK SYSTEMS PRIVATE LIMITED
Barkatpura,APHYD2467923000,12106,50201,HEALBERG LIFE SCIENCES PRIVATE LIMITED
Barkatpura,APHYD2470306000,12104,50101,SITARAM ISPAT PRIVATE LIMITED
Barkatpura,APHYD2471298000,12105,50201,M/S DIOUS EMMANUEL SECURITY AGENCY
Barkatpura,APHYD2475051000,12105,50201,SMART WAY
Barkatpura,APHYD2483921000,12103,50201,GYMPOINT STUDIO PRIVATE LIMITED
Barkatpura,APHYD2487152000,12101,50201,HARPOON BUILDERS AND DEVELOPERS (OPC) PRIVATE LIMITED
Barkatpura,APHYD2489156000,12104,50201,KAMANEEYA FOODS PRIVATE LIMITED
Barkatpura,APHYD2493408000,12106,50201,S 3 SYSTEMS
Barkatpura,APHYD2493451000,12101,50201,MUDRAMART RETAIL PRIVATE LIMITED
Barkatpura,APHYD2501089000,12104,50201,TENDERHUGS PRIVATE LIMITED
Barkatpura,APHYD2504644000,12104,50201,LV SALES  MARKETING PRIVATE LIMITED
Barkatpura,APHYD2505411000,12106,50201,OCKHAM LABS INDIA PRIVATE LIMITED
Barkatpura,APHYD2506550000,12106,50201,KRISH SECURITY FORCE
Barkatpura,APHYD2510678000,12101,50201,VISVA SUSTAINABLE FOUNDATION
Barkatpura,APHYD2512144000,11705,50201,TECHNA SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2516712000,12106,50201,AMAR MATERNITY NURSING HOME PRIVATE LIMITED
Barkatpura,APHYD2517314000,12101,50201,ROA FOOD AND FIBER INDIA PRIVATE LIMITED
Barkatpura,APHYD2517505000,12106,50201,TRADL TECHNOLOGIES PRIVATE LIMITED
Barkatpura,APHYD2520611000,12106,50201,ARIUMSOFT INDIA PRIVATE LIMITED
Barkatpura,APHYD2520882000,12101,50201,DHANWIN SOFTWARE SERVICES PRIVATE LIMITED
Barkatpura,APHYD2520895000,12106,50201,GARGEYASA ENTERPRISES PRIVATE LIMITED
Barkatpura,APHYD2520969000,12104,50201,YOSANA SOFTWARE SERVICES PRIVATE LIMITED
Barkatpura,APHYD2524521000,12104,50201,SHREE RAMAAMBIKA PROPERTIES PRIVATE LIMITED
Barkatpura,APHYD2524931000,12106,50201,JUPITER TECH SOLUTIONS
Barkatpura,APHYD2526403000,12106,50201,QURAL INDIA PRIVATE LIMITED
Barkatpura,APHYD2527610000,12103,50201,PANGEA SMART SERVICES PRIVATE LIMITED
Barkatpura,APHYD2529798000,12106,50201,NEXUSELITE INFRA DEVELOPERS PRIVATE LIMITED
Barkatpura,APHYD2531769000,12106,50201,KNMGS ENTERPRISES INDIA PRIVATE LIMITED
Barkatpura,APHYD2533958000,12104,50201,M/S TARGET PEST CONTROLS N EQUIPMENTS.
Barkatpura,APHYD2538609000,12103,50201,TWL CONSULTANTS INDIA (OPC) PRIVATE LIMITED
Barkatpura,APHYD2540558000,12104,50201,NISTALAS ORGANIC HUES (OPC) PRIVATE LIMITED
Barkatpura,APHYD2548866000,12106,50201,VIRAYAA GREEN ENERGY SYSTEMS PRIVATE LIMITED
Barkatpura,APHYD2551383000,12101,50201,EDIGII TECHCRAFT PRIVATE LIMITED
Barkatpura,APHYD2553217000,12101,50201,CYTEK IT SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2558125000,12103,50201,AGRU AGRO PROJECTS PRIVATE LIMITED
Barkatpura,APHYD2562933000,12105,50201,AMERICAN IT STAFFING PRIVATE LIMITED
Barkatpura,APHYD2563278000,12106,50201,SASSYMONKS PRIVATE LIMITED
Barkatpura,APHYD2564685000,12104,50201,EURASIA MOBILITY PRIVATE LIMITED
Barkatpura,APHYD2567372000,12106,50201,LAKCER IT SERVICES PRIVATE LIMITED
Barkatpura,APHYD2568268000,12103,50201,URBANTERRE HOLDINGS PRIVATE LIMITED
Barkatpura,APHYD2571009000,12101,50201,TRUSTLINE  FM  SERVICES
Barkatpura,APHYD2572311000,12106,50201,LN TECHNICAL SERVICES PRIVATE LIMITED
Barkatpura,APHYD2574724000,12105,50201,GANDIVA INNOVATIONS PRIVATE LIMITED
Barkatpura,APHYD2575077000,12101,50201,LEEO TECK INDIA SOLUTIONS
Barkatpura,APHYD2575123000,12106,50201,ARPEE POLITICAL ACTION COMMITTEE PRIVATE LIMITED
Barkatpura,APHYD2575155000,12103,50201,VEERA BHOGA VASANTHA RAAYA INFRAPROJECTS INDIA PRIVATE LIMITED
Barkatpura,APHYD2576716000,12101,50201,JTEK SOFTWARE SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2581323000,12105,50201,CAMPX EDUCTECH PRIVATE LIMITED
Barkatpura,APHYD2582094000,12106,50201,ARSMEGA INDIA NIDHI LIMITED
Barkatpura,APHYD2583412000,12105,50201,SPEAR NINE TECHNICAL SERVICES PRIVATE LIMITED
Barkatpura,APHYD2601163000,12101,50201,AASMANI MUSIC MOVIES INDIA PRIVATE LIMITED
Barkatpura,APHYD2609890000,12104,50201,KANOR TECH INDIA PRIVATE LIMITED
Barkatpura,APHYD2611043000,12101,50201,IXOWN PRIVATE LIMITED
Barkatpura,APHYD2617723000,12104,50201,AMEYATMA TECHNOLOGIES PRIVATE LIMITED
Barkatpura,APHYD2617752000,12105,50201,METPRIME RESOURCES PRIVATE LIMITED
Barkatpura,APHYD2619253000,12106,50201,SIVA KARTHIKEYA CONSTRUCTIONS
Barkatpura,APHYD2619272000,12103,50201,QUEST GRADE PRIVATE LIMITED
Barkatpura,APHYD2622274000,12104,50201,TEMMA ORGANICS PRIVATE LIMITED
Barkatpura,APHYD2630024000,12106,50201,IISR FRIENDSHIP ASSOCIATION
Barkatpura,APHYD2630718000,12103,50201,KALADHAR HANDLOOMS PRIVATE LIMITED
Barkatpura,APHYD2634995000,12104,50201,SRI THANMAYEE AGRO FARMS PRIVATE LIMITED
Barkatpura,APHYD2636644000,12101,50201,SREE UGRAM GRANITES PRIVATE LIMITED
Barkatpura,APHYD2640137000,12103,50201,UNIQUE SMART SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2642357000,12103,50201,S THREE HOUSE OF MEAT PRIVATE LIMITED
Barkatpura,APHYD2643727000,12106,50201,STRLZYMES PRIVATE LIMITED
Barkatpura,APHYD2645802000,12105,50201,ROYSTON CONSULTING PRIVATE LIMITED
Barkatpura,APHYD2647230000,12103,50201,MADHAVI EXPERT SERVICES
Barkatpura,APHYD2648211000,12105,50201,GUDA MOTORS PRIVATE LIMITED
Barkatpura,APHYD2648696000,12103,50201,VGR DEVELOPERS
Barkatpura,APHYD2653695000,12106,50201,SVSV CHIT SERVICES PRIVATE LIMITED
Barkatpura,APHYD2655145000,12101,50201,SENSCO INTEGRATED SOLUTIONS PRIVATE LIMITED
Barkatpura,APHYD2655918000,12104,50201,SHAMANTAKA FARMS  RESORTS PRIVATE LIMITED
Barkatpura,APHYD2658048000,12101,50201,PHONIEX SHOES PRIVATE LIMITED
Barkatpura,APHYD2665597000,12103,50201,QUALIQUEST TECHNOLOGIES PRIVATE LIMITED
Barkatpura,APHYD2666000000,12103,50201,SRI THANMAYEE HEALTH AND EDUTECH PRIVATE LIMITED
Barkatpura,APHYD2668014000,12101,50201,NOVA AURORA BLOCKCHAIN TECHNOLOGIES PRIVATE LIMITED
Barkatpura,APHYD2670685000,12103,50201,JAGADEESWARA ENTERPRISES PRIVATE LIMITED
Barkatpura,APHYD2674801000,12103,50201,SWAGAT IT SOLUTIONS (OPC) PRIVATE LIMITED
